Watts
0
0
0
0
0
0
0
13.707
662.132
1567.924
1979.323
3051.637
3173.252
3087.969
2620.106
1917.147
857.129
128.341
0
0
0
0
0
0
0
0
0
0
0
0
0
119.334
955.45
2024.8
2804.27
3310.339
3485.665
3333.395
2908.6
2159.969
1133.531
189.25
0
0
0
0
0
0
0
0
0
0
0
0
0
52.249
528.539
1723.409
2718.922
3361.591
3465.633
3487.56
3089.386
2328.626
1284.794
263.763
0
0
0
0
0
0
0
0
0
0
0
0
0
153.989
1097.627
2145.308
2927.183
3392.383
3546.405
3404.261
2955.397
2237.217
1235.736
248.654
0
0
0
0
0
0
0
0
0
0
0
0
0
166.349
1112.238
2169.938
2938.885
3406.312
3594.679
3476.125
3031.903
2288.683
1271.131
270.778
0
0
0
0
0
0
0
0
0
0
0
0
0
34.466
256.574
580.295
625.255
1072.449
1195.307
1023.379
1104.804
1064.001
709.945
122.582
0
0
0
0
0
0
0
0
0
0
0
0
0
124.149
352.511
800.572
1020.021
1187.581
1430.261
1150.958
1331.995
777.978
448.064
122.131
0
0
0
0
0
0
0
0
0
0
0
0
0
88.548
380.055
707.086
771.553
996.804
1291.119
977.349
884.629
686.575
352.441
71.779
0
0
0
0
0
0
0
0
0
0
0
0
0
34.969
295.983
734.112
994.455
1359.916
1352.663
1258.831
1058.559
816.474
379.464
33.94
0
0
0
0
0
0
0
0
0
0
0
0
0
37.919
351.529
709.24
1272.239
1465.602
1823.74
1770.397
1639.022
811.498
879.061
203.452
0
0
0
0
0
0
0
0
0
0
0
0
0
85.641
930.448
1997.874
2846.822
3362.714
3275.332
3371.282
2795.734
1558.946
968.89
163.069
0
0
0
0
0
0
0
0
0
0
0
0
0
94.797
497.76
697.637
1469.109
2691.003
2415.258
2989.043
2881.255
1546.484
626.74
68.525
0
0
0
0
0
0
0
0
0
0
0
0
0
42.976
165.714
633.44
897.142
1320.857
1155.243
1500.888
1304.59
877.3
530.675
61.452
0
0
0
0
0
0
0
0
0
0
0
0
0
15.715
646.239
1773.1
2553.343
3156.295
3317.34
3118.86
2731.494
2209.395
1331.807
327.485
0
0
0
0
0
0
0
0
0
0
0
0
0
139.328
975.146
1970.733
2893.421
3582.75
3785.809
3669.401
3221.063
2469.189
1442.273
362.389
0
0
0
0
0
0
0
0
0
0
0
0
0
151.984
1020.921
1675.647
2848.084
3248.042
3505.009
3589.487
3136.581
2420.263
1404.47
359.125
0
0
0
0
0
0
0
0
0
0
0
0
0
140.054
1067.614
2199.532
2926.77
3433.828
3614.206
3707.702
3247.982
2242.735
668.018
83.234
0
0
0
0
0
0
0
0
0
0
0
0
0
12.31
230.226
714.575
801.94
619.477
1174.83
1408.862
1058.697
862.383
500.535
118.193
0
0
0
0
0
0
0
0
0
0
0
0
0
123.899
1038.763
2185.162
2853.695
3407.66
3430.703
3564.478
3179.685
2475.07
1329.829
344.992
0
0
0
0
0
0
0
0
0
0
0
0
0
150.275
917.615
1686.949
1993.899
1838.985
1068.743
1229.283
1058.497
834.026
447.946
107.704
0
0
0
0
0
0
0
0
0
0
0
0
0
45.567
326.857
838.593
1186.107
1462.074
1563.277
1855.726
2255.762
1132.029
846.286
279.467
0
0
0
0
0
0
0
0
0
0
0
0
0
32.648
385.539
783.691
877.109
586.441
1140.482
2583.054
933.538
1024.371
480.471
226.823
0
0
0
0
0
0
0
0
0
0
0
0
0
98.793
275.114
781.253
911.282
1157.482
1162.282
1746.967
1096.084
1230.323
360.661
135.103
0
0
0
0
0
0
0
0
0
0
0
0
0
30.659
299.59
803.926
943.222
1408.224
1237.617
962.974
1506.89
1075.664
616.242
73.945
0
0
0
0
0
0
0
0
0
0
0
0
0
22.404
201.38
544.894
972.721
1120.654
1355.871
1453.646
1071.719
838.712
501.323
122.785
0
0
0
0
0
0
0
0
0
0
0
0
0
109.611
778.637
1492.056
2396.184
3423.606
3686.228
3582.966
3403.163
2669.158
1634.705
475.289
0
0
0
0
0
0
0
0
0
0
0
0
0
59.259
448.554
1047.359
1749.33
2920.826
3505.395
2839.453
2398.162
2031.395
796.576
267.276
0
0
0
0
0
0
0
0
0
0
0
0
0
164.373
1063.877
2127.116
2913.765
3422.862
3634.353
3544.557
3171.195
2492.421
1405.401
308.184
0
0
0
0
0
0
0
0
0
0
0
0
0
174.735
1116.664
2200.346
3018.381
3512.268
3737.004
3642.506
3232.818
