time,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,pressure,windSpeed,windGust,windBearing,cloudCover,uvIndex,visibility,precipType,precipAccumulation
2013-01-01 01:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,9.57,8.71,8.1,0.91,999.5,1.98,3.23,247.0,0.76,0.0,10.003,,
2013-01-01 02:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,9.38,8.47,7.9,0.91,999.7,2.0,3.69,251.0,0.75,0.0,9.944,,
2013-01-01 03:00:00,Drizzle,rain,0.1703,0.79,9.18,8.05,8.0,0.92,1000.1,2.23,3.41,265.0,0.75,0.0,9.884,rain,
2013-01-01 04:00:00,Light Rain,rain,0.5835,1.0,7.88,6.46,6.1,0.89,1000.9,2.3,3.26,289.0,0.75,0.0,10.003,rain,
2013-01-01 05:00:00,Drizzle,rain,0.1645,0.74,7.38,6.71,5.59,0.88,1001.5,1.46,2.79,275.0,0.42,0.0,10.003,rain,
2013-01-01 06:00:00,Clear,clear-night,0.0,0.0,6.37,5.07,4.6,0.88,1002.3,1.89,3.5,283.0,0.2,0.0,10.003,,
2013-01-01 07:00:00,Clear,clear-night,0.0,0.0,5.38,4.56,3.61,0.88,1003.3,1.36,2.53,276.0,0.0,0.0,9.999,,
2013-01-01 08:00:00,Clear,clear-night,0.0,0.0,5.08,3.94,3.29,0.88,1004.1,1.58,2.31,258.0,0.05,0.0,9.995,,
2013-01-01 09:00:00,Clear,clear-night,0.0,0.0,4.67,2.65,2.7,0.87,1005.1,2.33,2.47,265.0,0.0,0.0,9.989,,
2013-01-01 10:00:00,Clear,clear-day,0.0,0.0,4.58,3.27,2.59,0.87,1006.3,1.65,2.63,262.0,0.19,0.0,9.988,,
2013-01-01 11:00:00,Clear,clear-day,0.0,0.0,5.38,3.6,2.8,0.83,1007.3,2.22,3.08,264.0,0.19,0.0,9.988,,
2013-01-01 12:00:00,Clear,clear-day,0.0,0.0,6.01,3.83,2.9,0.8,1008.1,2.84,3.58,270.0,0.19,0.0,9.991,,
2013-01-01 13:00:00,Clear,clear-day,0.0,0.0,7.38,5.65,2.49,0.71,1008.4,2.6,3.89,279.0,0.19,1.0,10.003,,
2013-01-01 14:00:00,Clear,clear-day,0.0,0.0,7.47,5.65,3.2,0.74,1008.9,2.74,4.04,278.0,0.19,0.0,10.003,,
2013-01-01 15:00:00,Clear,clear-day,0.0,0.0,7.38,5.42,1.89,0.68,1009.7,2.92,4.49,281.0,0.27,0.0,10.003,,
2013-01-01 16:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,7.38,5.55,1.89,0.68,1010.2,2.73,4.54,273.0,0.36,0.0,10.003,,
2013-01-01 17:00:00,Clear,clear-night,0.0,0.0,6.77,5.42,2.0,0.72,1010.8,2.01,3.29,273.0,0.26,0.0,10.003,,
2013-01-01 18:00:00,Clear,clear-night,0.0,0.0,5.78,4.24,2.39,0.79,1011.9,2.04,3.17,265.0,0.27,0.0,10.003,,
2013-01-01 19:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,5.87,4.42,2.39,0.78,1012.8,1.97,2.72,258.0,0.31,0.0,9.995,,
2013-01-01 20:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,5.08,2.75,2.1,0.81,1013.5,2.81,4.02,266.0,0.44,0.0,9.995,,
2013-01-01 21:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,5.4,3.39,2.31,0.81,1014.2,2.48,3.53,264.0,0.65,0.0,10.0,,
2013-01-01 22:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,5.38,3.97,2.1,0.79,1015.4,1.85,2.33,262.0,0.6,0.0,10.003,,
2013-01-01 23:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,5.27,5.27,2.21,0.81,1016.4,1.17,1.61,263.0,0.34,0.0,10.003,,
2013-01-02 00:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,4.37,4.37,2.0,0.85,1017.2,1.28,1.6,259.0,0.46,0.0,10.0,,
2013-01-02 01:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,3.98,3.98,2.31,0.89,1018.0,1.26,1.32,259.0,0.44,0.0,9.997,,
2013-01-02 02:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,3.68,2.63,2.21,0.9,1018.5,1.37,1.37,255.0,0.66,0.0,9.997,,
2013-01-02 03:00:00,Clear,clear-night,0.0,0.0,3.58,3.58,2.39,0.92,1019.4,0.99,1.17,250.0,0.04,0.0,10.002,,
2013-01-02 04:00:00,Clear,clear-night,0.0,0.0,3.17,3.17,2.1,0.93,1020.2,0.83,1.14,255.0,0.19,0.0,10.0,,
2013-01-02 05:00:00,Clear,clear-night,0.0,0.0,3.46,3.46,2.49,0.93,1020.7,0.83,1.48,255.0,0.2,0.0,9.995,,
2013-01-02 06:00:00,Clear,clear-night,0.0,0.0,3.37,3.37,2.39,0.93,1021.4,0.82,1.08,254.0,0.05,0.0,9.995,,
2013-01-02 07:00:00,Overcast,cloudy,0.0,0.0,3.07,3.07,2.39,0.95,1022.2,0.58,0.95,255.0,0.88,0.0,9.988,,
2013-01-02 08:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,4.28,4.28,2.83,0.9,1022.8,0.97,1.17,251.0,0.66,0.0,9.988,,
2013-01-02 09:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,4.86,4.86,3.61,0.92,1023.4,1.26,1.83,254.0,0.66,0.0,9.988,,
2013-01-02 10:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,5.57,5.57,4.1,0.9,1024.2,1.17,1.3,258.0,0.66,0.0,9.988,,
2013-01-02 11:00:00,Overcast,cloudy,0.0,0.0,6.07,6.07,4.31,0.88,1024.5,0.97,1.7,252.0,0.88,0.0,9.988,,
2013-01-02 12:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,6.77,5.9,4.31,0.84,1024.7,1.55,2.58,249.0,0.75,0.0,9.993,,
2013-01-02 13:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,7.28,6.36,4.69,0.84,1024.5,1.66,3.29,232.0,0.87,1.0,9.996,,
2013-01-02 14:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,7.88,6.73,5.51,0.85,1024.4,1.99,3.19,223.0,0.79,0.0,10.003,,
2013-01-02 15:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,7.98,6.62,6.7,0.92,1024.1,2.25,3.3,209.0,0.8,0.0,7.195,,
2013-01-02 16:00:00,Possible Drizzle,rain,0.0497,0.36,7.98,6.34,6.78,0.92,1023.9,2.62,3.86,215.0,0.83,0.0,4.497,rain,
2013-01-02 17:00:00,Possible Drizzle,rain,0.2251,0.47,8.27,7.09,7.8,0.97,1023.8,2.1,3.33,222.0,0.75,0.0,8.426,rain,
2013-01-02 18:00:00,Possible Drizzle,rain,0.1444,0.39,8.77,7.6,8.3,0.97,1024.0,2.19,3.69,237.0,0.79,0.0,8.516,rain,
2013-01-02 19:00:00,Possible Drizzle,rain,0.0458,0.37,9.48,8.25,8.79,0.96,1024.0,2.43,3.85,245.0,0.79,0.0,9.709,rain,
2013-01-02 20:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.07,10.07,9.31,0.95,1024.6,2.08,3.97,250.0,0.75,0.0,9.628,,
2013-01-02 21:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.27,10.27,9.5,0.95,1025.0,2.16,3.84,254.0,0.79,0.0,7.895,,
2013-01-02 22:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.68,10.68,9.8,0.94,1025.5,1.77,3.65,259.0,0.75,0.0,9.476,,
2013-01-02 23:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.87,10.87,9.8,0.93,1026.3,2.27,3.45,269.0,0.75,0.0,9.517,,
2013-01-03 00:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.97,10.97,9.8,0.92,1026.6,2.2,3.74,262.0,0.74,0.0,9.793,,
2013-01-03 01:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,10.97,10.97,9.71,0.92,1027.3,2.46,4.08,270.0,0.57,0.0,9.601,,
2013-01-03 02:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.68,10.68,9.5,0.92,1027.8,2.05,3.42,271.0,0.63,0.0,9.895,,
2013-01-03 03:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.57,10.57,9.6,0.94,1028.3,1.57,2.64,263.0,0.73,0.0,9.686,,
2013-01-03 04:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.48,10.48,9.5,0.94,1028.7,1.51,2.78,251.0,0.75,0.0,9.501,,
2013-01-03 05:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.48,10.48,9.5,0.94,1029.1,1.58,2.35,253.0,0.75,0.0,9.517,,
2013-01-03 06:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,10.17,10.17,9.21,0.94,1029.8,1.39,2.21,243.0,0.51,0.0,9.651,,
2013-01-03 07:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,9.77,9.16,9.1,0.96,1030.0,1.73,3.28,250.0,0.75,0.0,9.563,,
2013-01-03 08:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,9.67,9.08,8.68,0.94,,1.7,2.89,264.0,0.69,0.0,9.013,,
2013-01-03 09:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,9.97,8.78,9.21,0.95,1031.5,2.51,3.6,264.0,0.79,0.0,8.362,,
2013-01-03 10:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,10.27,10.27,8.93,0.91,1032.3,2.13,3.97,261.0,0.75,0.0,8.816,,
2013-01-03 11:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,10.48,10.48,9.1,0.91,1032.9,1.7,3.3,262.0,0.57,0.0,9.867,,
2013-01-03 12:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,10.78,10.78,9.1,0.89,1033.1,2.25,3.9,263.0,0.58,0.0,9.832,,
2013-01-03 13:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,11.08,11.08,9.4,0.89,1033.6,2.04,3.48,263.0,0.56,1.0,9.994,,
2013-01-03 14:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,11.67,11.67,9.6,0.87,1033.6,2.27,3.19,260.0,0.54,0.0,10.003,,
2013-01-03 15:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,11.78,11.78,9.6,0.87,1033.9,2.31,3.73,263.0,0.36,0.0,10.003,,
2013-01-03 16:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,11.47,11.47,9.4,0.87,1034.2,1.96,2.73,265.0,0.72,0.0,10.003,,
2013-01-03 17:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,11.17,11.17,9.21,0.88,1034.9,1.71,2.78,260.0,0.55,0.0,10.003,,
2013-01-03 18:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.78,10.78,9.21,0.9,1035.2,1.51,2.59,255.0,0.63,0.0,10.003,,
2013-01-03 19:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.87,10.87,9.21,0.89,1035.8,1.37,3.15,254.0,0.63,0.0,10.003,,
2013-01-03 20:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.97,10.97,9.1,0.88,1036.1,1.63,2.65,256.0,0.75,0.0,10.0,,
2013-01-03 21:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,11.08,11.08,9.21,0.88,1036.3,2.33,3.15,255.0,0.75,0.0,10.003,,
2013-01-03 22:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,11.17,11.17,9.4,0.89,1036.2,2.1,3.15,262.0,0.75,0.0,10.003,,
2013-01-03 23:00:00,Overcast,cloudy,0.0,0.0,10.9,10.9,9.5,0.91,1037.0,2.22,3.2,261.0,0.92,0.0,10.003,,
2013-01-04 00:00:00,Overcast,cloudy,0.0,0.0,11.17,11.17,9.31,0.88,1037.0,1.7,3.19,257.0,0.96,0.0,10.003,,
2013-01-04 01:00:00,Overcast,cloudy,0.0,0.0,11.08,11.08,9.0,0.87,1037.1,1.83,4.18,265.0,0.96,0.0,10.003,,
2013-01-04 02:00:00,Overcast,cloudy,0.0,0.0,10.57,10.57,8.6,0.88,1037.0,2.54,3.62,266.0,0.96,0.0,10.003,,
2013-01-04 03:00:00,Overcast,cloudy,0.0,0.0,10.27,10.27,8.1,0.86,1037.1,1.99,3.53,262.0,1.0,0.0,10.003,,
2013-01-04 04:00:00,Overcast,cloudy,0.0,0.0,10.07,10.07,7.7,0.85,1037.2,2.25,3.35,260.0,0.96,0.0,10.003,,
2013-01-04 05:00:00,Overcast,cloudy,0.0,0.0,9.97,9.42,7.6,0.85,1037.3,1.7,3.44,262.0,0.96,0.0,10.003,,
2013-01-04 06:00:00,Overcast,cloudy,0.0,0.0,9.88,8.9,7.49,0.85,1037.1,2.19,3.43,269.0,0.96,0.0,10.003,,
2013-01-04 07:00:00,Overcast,cloudy,0.0,0.0,9.97,8.95,7.19,0.83,1037.2,2.26,3.62,271.0,0.98,0.0,10.003,,
2013-01-04 08:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,9.88,8.73,6.79,0.81,1037.4,2.42,3.4,272.0,0.8,0.0,10.003,,
2013-01-04 09:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,9.88,8.86,6.39,0.79,1037.6,2.24,3.51,270.0,0.76,0.0,10.003,,
2013-01-04 10:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,9.57,8.61,6.0,0.78,1037.8,2.1,3.5,277.0,0.76,0.0,10.003,,
2013-01-04 11:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,9.97,8.88,6.3,0.78,1038.1,2.37,3.87,280.0,0.75,0.0,10.003,,
2013-01-04 12:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,9.88,8.89,6.39,0.79,1038.1,2.2,3.65,275.0,0.6,0.0,10.003,,
2013-01-04 13:00:00,Partly Cloudy,partly-cloudy-day,0.0,0.0,9.97,8.78,6.3,0.78,1037.8,2.51,4.21,276.0,0.57,1.0,10.003,,
2013-01-04 14:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,10.17,10.17,7.19,0.82,1037.4,2.42,3.68,276.0,0.75,0.0,10.003,,
2013-01-04 15:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,10.48,10.48,7.41,0.81,1037.0,2.9,4.49,282.0,0.78,0.0,10.003,,
2013-01-04 16:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,10.48,10.48,7.49,0.82,1036.8,2.07,4.14,284.0,0.75,0.0,10.003,,
2013-01-04 17:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.17,10.17,7.7,0.85,1037.1,1.99,3.2,277.0,0.75,0.0,10.003,,
2013-01-04 18:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.17,10.17,7.8,0.85,1037.1,1.77,2.56,273.0,0.75,0.0,10.003,,
2013-01-04 19:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,9.97,9.39,7.9,0.87,1036.8,1.73,3.27,271.0,0.75,0.0,10.003,,
2013-01-04 20:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,9.77,9.31,8.0,0.89,1037.0,1.58,2.51,264.0,0.75,0.0,10.003,,
2013-01-04 21:00:00,Overcast,cloudy,0.0,0.0,9.68,9.24,8.1,0.9,1037.1,1.55,2.91,268.0,0.92,0.0,9.399,,
2013-01-04 22:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,9.28,8.83,7.9,0.91,1037.1,1.49,2.4,259.0,0.8,0.0,9.035,,
2013-01-04 23:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.98,8.24,7.8,0.92,1036.9,1.74,2.93,268.0,0.81,0.0,7.777,,
2013-01-05 00:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.57,7.91,7.41,0.92,1036.8,1.59,2.71,271.0,0.81,0.0,7.671,,
2013-01-05 01:00:00,Overcast,cloudy,0.0,0.0,8.57,7.65,7.3,0.92,1036.8,1.87,2.37,266.0,0.96,0.0,7.205,,
2013-01-05 02:00:00,Overcast,cloudy,0.0,0.0,8.38,7.36,7.1,0.92,1036.5,1.94,2.75,266.0,0.96,0.0,7.797,,
2013-01-05 03:00:00,Overcast,cloudy,0.0,0.0,8.38,7.57,7.19,0.92,1036.4,1.72,2.7,265.0,1.0,0.0,8.403,,
2013-01-05 04:00:00,Overcast,cloudy,0.0,0.0,8.17,6.82,7.19,0.94,1036.3,2.29,3.24,261.0,1.0,0.0,7.303,,
2013-01-05 05:00:00,Overcast,cloudy,0.0,0.0,8.17,8.17,7.3,0.94,1035.9,1.27,2.27,272.0,0.96,0.0,6.906,,
2013-01-05 06:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.27,8.27,7.41,0.94,1035.4,1.03,1.53,263.0,0.81,0.0,6.047,,
2013-01-05 07:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.48,8.48,7.9,0.96,1035.4,0.8,1.33,259.0,0.81,0.0,5.472,,
2013-01-05 08:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.57,8.57,7.83,0.95,1035.4,0.38,0.91,235.0,0.8,0.0,4.878,,
2013-01-05 09:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.68,8.68,7.87,0.95,1035.9,0.4,0.62,206.0,0.8,0.0,4.298,,
2013-01-05 10:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,9.08,9.08,8.05,0.93,1035.8,0.77,1.02,208.0,0.79,0.0,3.792,,
2013-01-05 11:00:00,Overcast,cloudy,0.0,0.0,9.48,9.48,9.0,0.97,1036.0,1.16,1.95,221.0,0.94,0.0,6.147,,
2013-01-05 12:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,10.17,10.17,9.1,0.93,1036.2,1.57,2.42,242.0,0.8,0.0,8.806,,
2013-01-05 13:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,10.68,10.68,8.9,0.89,1035.7,1.56,2.81,254.0,0.79,1.0,10.003,,
2013-01-05 14:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,10.78,10.78,8.3,0.85,1035.1,2.13,3.57,254.0,0.75,0.0,10.003,,
2013-01-05 15:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,10.87,10.87,8.41,0.85,1034.7,2.33,3.69,265.0,0.75,0.0,10.003,,
2013-01-05 16:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,10.78,10.78,8.2,0.84,1034.4,2.21,4.17,263.0,0.75,0.0,10.003,,
2013-01-05 17:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,10.37,10.37,8.0,0.85,1033.9,1.9,3.7,255.0,0.75,0.0,10.003,,
2013-01-05 18:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.27,10.27,8.2,0.87,1034.1,2.14,3.64,266.0,0.83,0.0,10.003,,
2013-01-05 19:00:00,Overcast,cloudy,0.0,0.0,10.48,10.48,8.6,0.88,1034.1,2.25,3.49,267.0,0.91,0.0,10.003,,
2013-01-05 20:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,10.57,10.57,8.41,0.86,1034.4,1.58,2.32,267.0,0.83,0.0,10.003,,
2013-01-05 21:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,9.97,9.71,7.8,0.86,1034.2,1.41,1.76,266.0,0.51,0.0,10.001,,
2013-01-05 22:00:00,Partly Cloudy,partly-cloudy-night,0.0,0.0,9.18,9.18,7.49,0.89,1034.3,1.28,1.38,254.0,0.37,0.0,10.003,,
2013-01-05 23:00:00,Clear,clear-night,0.0,0.0,8.68,8.68,7.49,0.92,1034.3,0.59,0.88,238.0,0.19,0.0,10.0,,
2013-01-06 00:00:00,Clear,clear-night,0.0,0.0,8.08,8.08,6.37,0.89,1034.2,0.72,0.82,215.0,0.0,0.0,9.998,,
2013-01-06 01:00:00,Clear,clear-night,0.0,0.0,7.68,7.68,7.1,0.96,1034.0,0.52,1.06,227.0,0.0,0.0,9.804,,
2013-01-06 02:00:00,Clear,clear-night,0.0,0.0,8.08,8.08,6.13,0.88,1033.6,0.79,1.42,238.0,0.0,0.0,9.804,,
2013-01-06 03:00:00,Clear,clear-night,0.0,0.0,7.68,7.68,6.07,0.9,1033.1,0.64,1.14,225.0,0.0,0.0,4.929,,
2013-01-06 04:00:00,Clear,clear-night,0.0,0.0,7.17,7.17,6.6,0.96,1033.7,0.43,1.0,258.0,0.0,0.0,6.855,,
2013-01-06 05:00:00,Foggy,fog,0.0,0.0,7.28,7.28,5.9,0.91,1033.8,0.87,1.58,268.0,0.58,0.0,3.194,,
2013-01-06 06:00:00,Foggy,fog,0.0,0.0,7.08,7.08,5.95,0.93,1033.5,0.74,1.64,267.0,0.76,0.0,2.81,,
2013-01-06 07:00:00,Foggy,fog,0.0,0.0,6.97,6.97,6.79,0.99,1033.4,0.73,1.32,248.0,0.89,0.0,0.912,,
2013-01-06 08:00:00,Foggy,fog,0.0,0.0,7.28,7.28,6.11,0.92,1033.3,0.93,1.5,257.0,0.83,0.0,0.713,,
2013-01-06 09:00:00,Foggy,fog,0.0,0.0,7.28,7.28,6.41,0.94,1033.5,0.36,0.8,247.0,1.0,0.0,1.188,,
2013-01-06 10:00:00,Foggy,fog,0.0,0.0,7.57,7.57,6.81,0.95,1033.4,0.36,0.92,264.0,0.87,0.0,0.682,,
2013-01-06 11:00:00,Foggy,fog,0.0,0.0,7.88,7.88,7.0,0.94,1033.6,0.25,0.75,254.0,0.84,0.0,0.912,,
2013-01-06 12:00:00,Foggy,fog,0.0,0.0,8.08,8.08,7.9,0.99,1033.4,0.69,1.08,236.0,1.0,0.0,0.939,,
2013-01-06 13:00:00,Foggy,fog,0.0,0.0,7.57,7.57,7.41,0.99,1033.0,0.59,1.27,229.0,0.84,1.0,1.076,,
2013-01-06 14:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,7.57,7.57,7.19,0.97,1032.6,0.54,1.39,225.0,0.84,0.0,3.266,,
2013-01-06 15:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,7.57,7.57,7.1,0.97,1032.0,0.81,1.54,228.0,0.84,0.0,6.698,,
2013-01-06 16:00:00,Overcast,cloudy,0.0,0.0,7.38,7.38,6.79,0.96,1031.4,1.21,1.73,225.0,0.92,0.0,6.815,,
2013-01-06 17:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,7.78,7.78,7.1,0.96,1031.0,0.79,1.53,220.0,0.77,0.0,6.049,,
2013-01-06 18:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,7.57,7.57,6.7,0.94,1030.8,0.81,1.13,205.0,0.76,0.0,8.279,,
2013-01-06 19:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,7.68,7.68,6.9,0.95,1030.6,0.49,0.82,207.0,0.79,0.0,7.783,,
2013-01-06 20:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.57,8.57,7.41,0.92,1030.4,0.6,0.97,216.0,0.79,0.0,7.952,,
2013-01-06 21:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.68,8.28,7.6,0.93,1030.0,1.38,1.95,219.0,0.79,0.0,6.273,,
2013-01-06 22:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.77,8.77,7.8,0.94,1030.1,1.33,2.12,225.0,0.8,0.0,7.36,,
2013-01-06 23:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.87,8.28,7.49,0.91,1029.9,1.58,3.13,225.0,0.84,0.0,9.561,,
2013-01-07 00:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.68,8.68,7.19,0.9,1030.0,1.34,2.6,237.0,0.84,0.0,9.601,,
2013-01-07 01:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.48,7.68,7.1,0.91,1029.6,1.72,3.03,218.0,0.78,0.0,9.715,,
2013-01-07 02:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.38,7.49,7.3,0.93,1029.4,1.8,2.94,223.0,0.84,0.0,9.62,,
2013-01-07 03:00:00,Overcast,cloudy,0.0,0.0,8.08,8.08,7.3,0.95,1029.3,1.31,2.44,219.0,0.98,0.0,7.567,,
2013-01-07 04:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,7.68,7.08,7.19,0.97,1028.8,1.43,2.44,218.0,0.82,0.0,7.716,,
2013-01-07 05:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,7.47,6.82,6.9,0.96,1028.5,1.45,2.36,213.0,0.77,0.0,7.157,,
2013-01-07 06:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,7.08,7.08,6.6,0.97,1027.8,1.06,1.67,207.0,0.81,0.0,9.025,,
2013-01-07 07:00:00,Overcast,cloudy,0.0,0.0,7.28,7.28,6.6,0.95,1027.5,1.31,1.59,208.0,0.91,0.0,7.499,,
2013-01-07 08:00:00,Mostly Cloudy,partly-cloudy-night,0.0066,0.08,7.57,6.91,6.3,0.92,1027.3,1.47,1.59,205.0,0.76,0.0,9.145,rain,
2013-01-07 09:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,7.68,7.68,6.51,0.92,1027.6,1.19,1.71,198.0,0.83,0.0,7.97,,
2013-01-07 10:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,7.68,7.17,6.7,0.94,1027.7,1.36,2.33,210.0,0.81,0.0,6.197,,
2013-01-07 11:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,8.08,7.45,6.7,0.91,1027.6,1.51,2.55,197.0,0.8,0.0,8.497,,
2013-01-07 12:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,8.38,7.21,6.79,0.9,1027.3,2.11,3.09,191.0,0.79,0.0,9.367,,
2013-01-07 13:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,8.57,7.48,6.9,0.89,1026.9,2.05,3.28,199.0,0.79,1.0,9.428,,
2013-01-07 14:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,8.87,7.78,6.79,0.87,1026.2,2.11,3.36,193.0,0.79,0.0,9.889,,
2013-01-07 15:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,8.77,7.93,6.99,0.89,1026.0,1.81,3.07,218.0,0.84,0.0,9.926,,
2013-01-07 16:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,8.77,7.65,6.79,0.87,1025.6,2.13,3.02,211.0,0.79,0.0,10.003,,
2013-01-07 17:00:00,Mostly Cloudy,partly-cloudy-day,0.0,0.0,8.68,7.75,6.9,0.89,1025.5,1.89,3.16,209.0,0.75,0.0,10.003,,
2013-01-07 18:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.27,7.04,6.7,0.9,1025.4,2.16,3.62,207.0,0.76,0.0,9.839,,
2013-01-07 19:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.27,7.2,6.9,0.91,1025.6,1.98,3.46,205.0,0.8,0.0,8.964,,
2013-01-07 20:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.57,7.51,7.19,0.91,1025.4,2.02,3.57,210.0,0.8,0.0,9.256,,
2013-01-07 21:00:00,Mostly Cloudy,partly-cloudy-night,0.0,0.0,8.87,7.84,7.41,0.91,1025.1,2.05,3.1,207.0,0.75,0.0,9.04,,
