Time,House_51,House_52,House_53,House_54,House_55,House_56,House_57,House_58,House_59,House_60
2013-01-01 01:00:00,0.263,0.176,0.05,0.326,0.249,0.256,0.882,0.058,0.147,0.282
2013-01-01 02:00:00,0.139,0.193,0.154,0.164,0.32,0.428,0.619,0.052,0.131,0.957
2013-01-01 03:00:00,0.109,0.174,0.145,0.088,0.38,0.145,0.345,0.052,0.123,0.509
2013-01-01 04:00:00,0.169,0.049,0.141,0.073,0.194,0.172,0.271,0.055,0.115,0.439
2013-01-01 05:00:00,0.087,0.044,0.146,0.101,0.153,0.176,0.502,0.059,0.158,0.394
2013-01-01 06:00:00,0.159,0.062,0.049,0.074,0.141,0.151,1.104,0.059,0.217,0.39
2013-01-01 07:00:00,0.221,0.028,0.064,0.099,0.201,0.239,0.967,0.058,0.219,0.646
2013-01-01 08:00:00,0.111,0.271,0.141,0.167,0.234,0.221,1.422,0.057,0.219,0.379
2013-01-01 09:00:00,0.152,0.242,0.15,0.327,0.148,0.214,1.163,0.051,0.127,0.321
2013-01-01 10:00:00,0.345,0.845,0.143,0.755,0.137,0.511,0.187,0.048,0.133,0.298
2013-01-01 11:00:00,0.398,1.15,0.119,1.044,0.137,0.688,0.922,0.059,0.126,0.33
2013-01-01 12:00:00,0.64,1.585,0.024,1.721,0.136,0.931,1.497,0.058,0.138,0.743
2013-01-01 13:00:00,1.026,0.353,0.02,1.261,0.361,0.5,0.499,0.057,0.283,0.384
2013-01-01 14:00:00,1.355,1.658,0.111,1.113,0.905,0.643,0.335,0.058,0.119,0.302
2013-01-01 15:00:00,0.865,1.556,0.145,0.798,0.57,0.428,0.478,0.114,0.256,0.787
2013-01-01 16:00:00,0.975,1.44,0.141,0.301,1.093,0.655,0.802,0.077,0.288,0.335
2013-01-01 17:00:00,1.084,0.524,0.148,0.249,0.433,0.465,1.247,0.058,0.342,0.232
2013-01-01 18:00:00,0.629,2.365,0.055,0.907,1.447,0.543,1.309,0.076,0.349,0.205
2013-01-01 19:00:00,0.786,1.943,0.054,2.296,1.907,0.672,1.372,1.895,0.218,0.214
2013-01-01 20:00:00,0.735,0.831,0.119,1.265,1.295,0.656,2.227,2.478,0.245,0.232
2013-01-01 21:00:00,0.598,0.639,0.144,0.778,0.942,0.596,1.267,1.556,0.374,0.702
2013-01-01 22:00:00,0.741,0.599,0.146,0.554,0.875,0.558,0.985,1.957,0.407,0.914
2013-01-01 23:00:00,0.733,0.454,0.147,0.524,0.281,0.569,0.484,1.224,0.38,0.493
2013-01-02 00:00:00,0.354,0.432,0.051,0.327,0.218,0.297,0.462,1.181,0.215,0.417
2013-01-02 01:00:00,0.14,0.353,0.05,0.069,0.148,0.149,0.282,1.171,0.14,0.218
2013-01-02 02:00:00,0.095,0.055,0.131,0.094,0.176,0.167,1.34,1.056,0.123,0.218
2013-01-02 03:00:00,0.151,0.019,0.146,0.069,0.107,0.173,1.229,1.114,0.125,0.244
2013-01-02 04:00:00,0.089,0.059,0.154,0.093,0.109,0.143,1.231,1.101,0.136,0.217
2013-01-02 05:00:00,0.134,0.03,0.145,0.068,0.13,0.16,1.279,1.048,0.166,0.21
2013-01-02 06:00:00,0.101,0.048,0.057,0.092,0.158,0.164,1.546,1.027,0.207,0.304
2013-01-02 07:00:00,0.231,0.496,0.05,0.068,0.106,0.22,2.296,1.108,0.34,0.328
2013-01-02 08:00:00,0.173,0.517,0.13,0.263,0.105,0.507,1.464,1.067,0.239,0.315
2013-01-02 09:00:00,0.113,0.717,0.145,0.405,0.108,0.979,1.013,1.016,0.134,0.34
2013-01-02 10:00:00,0.151,0.444,0.151,1.04,1.893,1.198,1.373,1.134,0.129,0.539
2013-01-02 11:00:00,0.387,0.508,0.11,0.383,0.238,2.372,1.59,1.24,0.406,0.394
2013-01-02 12:00:00,0.301,0.52,0.053,0.315,0.144,1.034,1.147,0.311,0.232,0.388
2013-01-02 13:00:00,0.187,0.495,0.053,0.569,0.209,0.478,1.556,0.121,0.881,0.4
2013-01-02 14:00:00,0.049,0.531,0.159,0.304,0.177,0.467,1.166,0.152,0.943,0.463
2013-01-02 15:00:00,0.189,0.466,0.148,0.187,0.507,0.5,0.992,0.321,0.267,0.606
2013-01-02 16:00:00,0.071,0.398,0.139,0.33,0.495,0.598,0.976,0.315,0.228,0.791
2013-01-02 17:00:00,0.259,0.636,0.087,0.44,0.617,0.791,1.903,0.328,0.226,0.564
2013-01-02 18:00:00,0.476,0.767,0.048,0.328,4.88,0.906,1.852,2.723,1.748,0.963
2013-01-02 19:00:00,0.422,1.937,0.091,0.741,1.467,0.83,1.124,1.208,1.761,0.577
2013-01-02 20:00:00,0.529,0.612,0.147,0.862,1.008,0.592,1.882,2.796,0.945,0.72
2013-01-02 21:00:00,0.543,0.769,0.145,0.903,1.089,0.544,1.644,1.336,0.534,1.082
2013-01-02 22:00:00,0.42,0.505,0.139,0.377,0.934,0.643,1.584,2.029,0.407,0.706
2013-01-02 23:00:00,0.437,0.498,0.05,0.505,2.406,0.601,1.029,1.905,0.438,0.664
