Time,House_1,House_2,House_3,House_4,House_5,House_6,House_7,House_8,House_9,House_10
2013-01-01 01:00:00,0.127,1.855,0.061,1.216,0.132,0.173,0.352,1.554,0.091,0.16
2013-01-01 02:00:00,0.177,1.437,0.06,0.707,0.132,0.171,0.44,0.717,0.092,0.179
2013-01-01 03:00:00,0.147,1.077,0.055,0.452,0.144,0.158,0.14,0.38,0.327,0.304
2013-01-01 04:00:00,0.133,1.065,0.061,0.351,0.142,0.167,0.128,0.364,0.067,0.065
2013-01-01 05:00:00,0.131,0.859,1.455,0.194,0.205,0.17,0.123,0.32,0.066,0.074
2013-01-01 06:00:00,0.129,0.852,3.714,0.177,0.144,0.164,0.127,0.281,0.078,0.054
2013-01-01 07:00:00,0.081,0.852,2.194,0.179,0.204,0.219,0.127,0.368,0.168,0.071
2013-01-01 08:00:00,0.04,0.841,2.265,0.263,0.264,0.423,0.131,0.255,0.125,0.051
2013-01-01 09:00:00,0.045,0.856,2.414,0.244,0.229,0.394,0.301,0.44,0.215,0.059
2013-01-01 10:00:00,0.059,0.842,2.426,0.196,0.294,1.477,0.192,1.114,0.067,0.041
2013-01-01 11:00:00,0.067,0.85,2.271,0.262,0.344,0.605,2.337,0.373,0.167,0.06
2013-01-01 12:00:00,0.038,0.813,2.576,0.466,0.422,0.284,2.35,0.493,0.342,0.224
2013-01-01 13:00:00,1.472,1,2.158,0.512,0.426,0.302,0.233,0.509,0.23,0.167
2013-01-01 14:00:00,1.542,1.101,2.116,1.283,0.732,0.433,0.267,0.315,2.189,0.207
2013-01-01 15:00:00,0.886,1.424,2.1,0.987,1.25,0.24,0.152,0.575,0.308,0.211
2013-01-01 16:00:00,0.984,0.958,2.192,1.056,2.603,0.259,0.139,0.39,0.08,0.243
2013-01-01 17:00:00,1.143,1.561,2.298,1.114,3.225,0.807,0.358,0.447,0.067,0.461
2013-01-01 18:00:00,0.873,1.984,2.294,1.907,2.674,1.023,0.474,0.633,0.066,0.453
2013-01-01 19:00:00,0.865,2.071,1.618,1.526,1.011,0.768,0.889,1.063,0.174,0.273
2013-01-01 20:00:00,0.759,1.469,0.068,1.2,1.077,0.814,0.664,0.688,0.622,0.218
2013-01-01 21:00:00,0.748,1.155,0.056,1.308,1.138,0.72,0.499,0.679,0.706,0.313
2013-01-01 22:00:00,0.794,1.173,0.059,1.742,0.655,0.473,0.609,0.624,0.439,0.278
2013-01-01 23:00:00,0.375,1.167,0.059,0.741,0.63,0.298,0.498,0.667,0.165,0.378
2013-01-02 00:00:00,0.147,1.563,0.058,0.418,0.569,0.155,2.323,1.579,0.08,0.348
2013-01-02 01:00:00,0.144,1.916,0.06,0.198,0.243,0.16,0.474,1.039,0.071,0.182
2013-01-02 02:00:00,0.137,0.45,0.195,0.197,0.062,0.188,0.187,0.367,0.067,0.056
2013-01-02 03:00:00,0.132,0.39,1.185,0.197,0.058,0.154,0.133,0.265,0.078,0.047
2013-01-02 04:00:00,0.131,0.325,1.209,0.203,0.075,0.163,0.128,0.37,0.067,0.06
2013-01-02 05:00:00,0.106,0.3,0.14,0.209,0.069,0.167,0.127,0.3,0.064,0.041
2013-01-02 06:00:00,0.039,0.301,1.94,0.204,0.158,0.165,0.127,0.289,0.067,0.059
2013-01-02 07:00:00,0.039,0.298,0.144,0.184,0.32,0.204,0.127,0.354,0.181,0.044
2013-01-02 08:00:00,0.04,0.296,0.138,0.201,0.717,0.514,0.128,0.269,0.424,0.113
2013-01-02 09:00:00,0.038,0.296,2.093,0.211,0.777,0.342,0.127,0.417,0.375,0.04
2013-01-02 10:00:00,0.517,0.286,2.294,0.254,0.223,0.255,0.126,0.474,0.067,0.08
2013-01-02 11:00:00,0.85,0.437,2.789,0.243,0.21,0.214,1.425,1.894,0.076,0.32
2013-01-02 12:00:00,0.767,0.859,2.164,0.37,0.198,0.223,0.109,0.508,0.065,0.148
2013-01-02 13:00:00,1.068,0.981,2.093,0.517,0.183,0.403,1.874,0.986,0.064,0.166
2013-01-02 14:00:00,0.911,0.648,2.589,1.025,0.203,0.305,3.364,2.005,0.065,0.447
2013-01-02 15:00:00,0.919,0.641,2.226,0.449,0.213,0.223,3.344,1.498,0.071,0.195
2013-01-02 16:00:00,0.977,0.652,2.203,0.589,0.222,0.394,0.469,0.945,0.073,0.177
2013-01-02 17:00:00,1.369,0.833,2.192,0.963,0.228,0.894,0.222,1.793,0.067,0.41
2013-01-02 18:00:00,1.406,1.464,2.382,1.061,0.201,0.82,0.145,0.737,0.064,0.246
2013-01-02 19:00:00,0.801,1.621,2.238,2.676,0.257,1.558,0.34,1.432,0.115,0.29
2013-01-02 20:00:00,0.776,1.384,2.334,1.168,1.222,1.555,0.403,0.768,0.456,0.37
2013-01-02 21:00:00,0.723,1.531,1.693,1.54,0.936,0.746,0.578,0.531,0.443,0.243
2013-01-02 22:00:00,0.215,1.882,0.065,1.005,0.674,0.447,0.695,0.838,0.528,0.218
