Time,House_81,House_82,House_83,House_84,House_85,House_86,House_87,House_88,House_89,House_90
2013-01-01 01:00:00,0.261,0.356,1.403,0.067,0.092,0.071,0.169,0.206,0.752,0.162
2013-01-01 02:00:00,0.328,0.291,0.213,0.067,0.103,0.09,0.055,0.079,0.477,0.135
2013-01-01 03:00:00,0.248,0.175,0.175,0.062,0.13,0.089,0.055,0.116,0.955,0.128
2013-01-01 04:00:00,0.337,0.128,0.139,0.044,0.087,0.086,0.024,0.118,1.206,0.125
2013-01-01 05:00:00,0.212,0.203,0.17,0.062,0.088,0.068,0.05,0.087,1.227,0.13
2013-01-01 06:00:00,0.352,0.13,0.173,0.068,0.137,0.071,0.023,0.076,0.673,0.129
2013-01-01 07:00:00,0.249,0.127,0.137,0.067,0.095,0.087,0.232,0.087,0.546,0.13
2013-01-01 08:00:00,0.072,0.258,0.173,0.051,0.088,0.085,0.141,0.405,0.193,0.203
2013-01-01 09:00:00,0.074,0.181,0.366,0.048,0.086,1.893,0.126,0.197,0.558,0.152
2013-01-01 10:00:00,0.159,0.188,0.453,0.066,0.12,2.002,0.213,0.155,0.799,0.204
2013-01-01 11:00:00,0.073,0.333,0.461,0.066,0.293,2.158,0.205,0.315,2.042,0.336
2013-01-01 12:00:00,0.074,0.308,0.546,0.069,0.202,1.207,0.119,0.345,0.886,0.285
2013-01-01 13:00:00,0.152,0.641,0.811,0.044,0.174,0.484,0.152,0.12,0.602,0.29
2013-01-01 14:00:00,0.069,1.114,0.48,0.056,0.226,0.093,0.012,0.075,1.04,0.315
2013-01-01 15:00:00,0.07,0.302,0.829,0.069,0.186,0.608,0.042,0.098,0.535,0.85
2013-01-01 16:00:00,0.153,0.466,0.395,0.068,0.174,1.87,0.015,0.167,0.516,0.643
2013-01-01 17:00:00,0.071,0.594,0.551,0.051,1.018,0.074,0.074,0.212,0.505,0.445
2013-01-01 18:00:00,0.072,0.671,0.723,0.047,0.426,1.194,0.051,0.082,0.562,0.344
2013-01-01 19:00:00,0.147,0.705,1.277,0.069,0.198,2.019,0.093,1.194,1.638,0.315
2013-01-01 20:00:00,0.277,0.756,1.179,0.071,0.161,2.087,0.235,0.521,1.751,0.284
2013-01-01 21:00:00,0.811,0.799,0.631,0.055,0.167,1.969,0.176,0.356,2.186,0.302
