Time,House_21,House_22,House_23,House_24,House_25,House_26,House_27,House_28,House_29,House_30
2013-01-06 22:00:00,0.97,4.032,0.144,0.456,1.211,0.149,1.191,0.583,0.295,0.184
2013-01-06 23:00:00,0.203,3.836,0.137,0.138,0.845,0.077,1.019,0.611,0.286,0.173
2013-01-07 00:00:00,0.108,2.923,0.055,0.039,0.063,0.217,0.834,0.296,0.267,0.136
2013-01-07 01:00:00,0.069,2.714,0.136,0.099,0.048,0.308,0.563,0.273,0.237,0.124
2013-01-07 02:00:00,0.1,2.724,0.139,0.074,0.045,0.066,0.467,0.298,0.215,0.134
2013-01-07 03:00:00,0.121,2.717,0.075,0.07,0.053,0.064,0.367,0.298,0.261,0.048
2013-01-07 04:00:00,0.12,2.712,0.115,0.079,0.063,0.052,0.256,0.254,0.223,0.021
2013-01-07 05:00:00,0.103,2.722,0.14,0.093,0.054,0.043,0.314,0.256,0.23,0.025
2013-01-07 06:00:00,0.069,3.343,0.074,0.127,0.043,0.058,0.121,0.267,0.244,0.018
2013-01-07 07:00:00,0.131,3.698,0.19,0.537,0.041,0.075,0.276,0.268,0.212,0.034
2013-01-07 08:00:00,0.227,4.087,0.137,0.257,0.053,0.409,0.428,0.274,0.256,0.016
2013-01-07 09:00:00,0.183,3.688,0.133,0.599,0.186,0.241,0.277,0.379,0.213,0.024
2013-01-07 10:00:00,0.174,3.179,0.046,0.789,1.206,0.716,0.682,0.845,0.255,0.016
2013-01-07 11:00:00,0.133,4.541,0.134,0.425,1.203,0.305,0.833,0.879,0.216,0.024
2013-01-07 12:00:00,0.124,2.894,0.135,0.475,1.157,0.231,0.764,0.362,0.273,0.04
2013-01-07 13:00:00,0.177,2.76,0.069,0.229,1.019,0.159,0.629,0.528,0.285,0.11
2013-01-07 14:00:00,0.194,2.985,0.11,0.35,1.105,0.257,0.678,0.482,0.321,0.174
2013-01-07 15:00:00,0.161,2.757,0.136,0.16,1.034,0.181,0.695,0.488,0.302,0.039
2013-01-07 16:00:00,0.123,2.734,0.074,0.134,1.156,0.887,0.612,0.405,0.224,0.102
2013-01-07 17:00:00,0.168,3.011,0.103,0.168,0.708,1.368,0.704,0.393,0.415,0.171
2013-01-07 18:00:00,0.172,3.057,0.136,0.471,1.093,1.008,0.83,0.476,0.263,0.235
2013-01-07 19:00:00,0.358,3.677,0.169,0.6,1.19,0.433,0.715,0.575,0.257,0.278
2013-01-07 20:00:00,0.354,3.648,0.132,0.468,1.279,0.259,0.425,0.451,0.257,0.387
2013-01-07 21:00:00,0.322,3.687,0.145,0.683,1.191,0.441,0.927,0.439,0.251,0.15
2013-01-07 22:00:00,0.316,3.81,0.142,0.423,1.218,0.253,0.641,0.574,0.279,0.115
2013-01-07 23:00:00,0.265,3.375,0.083,0.225,1.318,0.363,1.08,0.474,1.065,0.155
2013-01-08 00:00:00,0.121,2.808,0.106,0.066,0.577,0.147,1.124,0.574,2.168,0.126
2013-01-08 01:00:00,0.119,2.732,0.141,0.085,0.058,0.059,0.814,0.528,1.604,0.135
2013-01-08 02:00:00,0.116,2.711,0.113,0.073,0.052,0.064,0.477,0.272,0.251,0.061
2013-01-08 03:00:00,0.07,2.709,0.073,0.066,0.05,0.054,0.374,0.371,0.24,0.026
2013-01-08 04:00:00,0.088,2.678,0.144,0.082,0.052,0.058,0.385,0.251,0.193,0.021
2013-01-08 05:00:00,0.121,2.698,0.123,0.073,0.061,0.065,0.189,0.251,0.192,0.026
2013-01-08 06:00:00,0.118,2.8,0.058,0.089,0.064,0.057,0.205,0.392,0.288,0.085
2013-01-08 07:00:00,0.117,3.828,0.222,0.089,0.046,0.095,0.288,0.404,0.72,0.094
2013-01-08 08:00:00,0.12,4.048,0.135,0.21,0.041,0.293,0.21,0.544,0.676,0.019
2013-01-08 09:00:00,0.207,3.489,0.085,0.724,0.511,0.352,0.64,0.999,0.247,0.023
2013-01-08 10:00:00,0.189,2.865,0.092,0.292,1.213,0.379,0.935,0.362,0.225,0.035
2013-01-08 11:00:00,0.137,2.815,0.137,0.282,1.056,0.11,0.747,0.353,0.228,0.037
2013-01-08 12:00:00,0.135,2.714,0.12,0.346,0.756,0.237,0.803,0.539,0.293,0.083
2013-01-08 13:00:00,0.135,2.694,0.054,0.217,0.687,0.249,0.433,0.609,0.336,0.274
2013-01-08 14:00:00,0.113,3.165,0.141,0.256,0.214,0.228,0.534,0.492,0.174,0.165
2013-01-08 15:00:00,0.063,3.169,0.134,0.18,0.749,0.162,0.789,0.368,0.171,0.057
2013-01-08 16:00:00,0.122,2.915,0.037,0.2,1.183,0.253,0.522,0.355,0.284,0.09
2013-01-08 17:00:00,0.135,3.461,0.144,0.131,0.698,0.589,0.931,0.301,1.239,0.132
2013-01-08 18:00:00,0.135,3.801,0.134,0.396,0.253,0.711,0.99,0.636,1.553,0.209
2013-01-08 19:00:00,0.149,4.184,0.139,0.386,0.864,0.468,0.692,0.789,1.255,0.304
2013-01-08 20:00:00,0.216,4.23,0.157,0.37,0.909,0.385,0.904,0.527,1.131,0.33
2013-01-08 21:00:00,0.192,4.068,0.141,0.325,0.254,0.226,0.85,1.189,1.191,0.133
2013-01-08 22:00:00,0.297,4.072,0.142,0.618,0.248,0.128,0.581,0.643,1.225,0.126
2013-01-08 23:00:00,0.206,3.552,0.089,0.128,0.333,0.127,1.278,0.462,0.863,0.173
2013-01-09 00:00:00,0.133,3.027,0.1,0.073,0.147,0.183,2.011,0.345,0.897,0.026
2013-01-09 01:00:00,0.124,2.718,0.141,0.071,0.056,0.168,1.415,0.294,0.369,0.019
2013-01-09 02:00:00,0.119,2.72,0.135,0.079,0.055,0.06,0.53,0.375,0.206,0.099
2013-01-09 03:00:00,0.121,2.704,0.048,0.076,0.062,0.059,0.227,0.297,0.183,0.046
2013-01-09 04:00:00,0.075,2.706,0.146,0.075,0.062,0.059,0.319,0.341,0.182,0.022
2013-01-09 05:00:00,0.071,2.705,0.137,0.073,0.052,0.058,0.205,0.268,0.183,0.024
2013-01-09 06:00:00,0.123,2.832,0.059,0.14,0.052,0.075,0.303,0.255,0.275,0.018
2013-01-09 07:00:00,0.119,3.48,0.207,0.489,0.044,0.071,0.356,0.265,0.678,0.027
2013-01-09 08:00:00,0.244,4.33,0.139,0.328,0.047,0.326,0.471,0.277,0.579,0.018
2013-01-09 09:00:00,0.133,4.264,0.132,0.784,0.368,0.233,0.434,0.423,0.33,0.026
2013-01-09 10:00:00,0.086,4.423,0.051,0.17,1.182,0.088,0.887,1.045,0.278,0.038
2013-01-09 11:00:00,0.134,4.012,0.128,0.213,1.231,0.203,0.698,0.795,0.179,0.059
2013-01-09 12:00:00,0.134,4.061,0.134,0.231,1.2,0.33,0.451,0.432,0.174,0.087
2013-01-09 13:00:00,0.133,2.835,0.084,0.21,0.998,0.09,1.43,0.46,0.171,0.364
2013-01-09 14:00:00,0.096,2.956,0.092,0.285,0.178,0.529,0.912,0.42,0.169,0.178
2013-01-09 15:00:00,0.084,2.981,0.137,0.148,0.062,0.407,0.866,0.356,0.198,0.032
2013-01-09 16:00:00,0.126,2.953,0.104,0.225,0.046,0.423,0.551,0.496,0.248,0.115
2013-01-09 17:00:00,0.149,3.204,0.069,0.3,1.104,0.506,0.297,0.455,0.908,0.164
2013-01-09 18:00:00,0.786,3.251,0.138,0.53,1.204,0.442,0.414,0.574,1.162,0.242
2013-01-09 19:00:00,1.185,3.225,0.215,0.422,1.152,0.518,0.517,0.427,0.88,0.408
2013-01-09 20:00:00,0.325,3.214,0.077,0.32,1.306,0.243,0.94,0.467,0.979,0.34
2013-01-09 21:00:00,0.314,3.817,0.153,0.608,1.204,0.264,0.924,0.375,1.242,0.166
2013-01-09 22:00:00,0.259,3.884,0.147,0.57,1.208,0.262,0.83,0.619,1.141,0.12
2013-01-09 23:00:00,0.178,2.982,0.103,0.184,1.291,0.353,0.518,0.424,1.28,0.195
2013-01-10 00:00:00,0.15,2.727,0.083,0.078,1.122,0.169,0.48,0.343,1.123,0.116
2013-01-10 01:00:00,0.152,2.761,0.143,0.068,0.085,0.088,0.866,0.282,0.44,0.02
2013-01-10 02:00:00,0.151,2.74,0.116,0.075,0.043,0.058,0.529,0.404,0.182,0.024
2013-01-10 03:00:00,0.152,2.722,0.07,0.081,0.045,0.058,0.209,0.296,0.19,0.018
2013-01-10 04:00:00,0.136,2.751,0.144,0.093,0.056,0.07,0.239,0.273,0.187,0.018
2013-01-10 05:00:00,0.101,2.968,0.099,0.078,0.054,0.052,0.201,0.359,0.183,0.021
2013-01-10 06:00:00,0.125,3.124,0.085,0.174,0.059,0.05,0.219,0.292,0.284,0.024
2013-01-10 07:00:00,0.167,3.655,0.221,0.541,0.048,0.066,0.208,0.271,0.946,0.018
2013-01-10 08:00:00,0.38,3.98,0.135,0.366,0.047,0.138,0.364,0.271,0.638,0.025
2013-01-10 09:00:00,0.215,3.654,0.06,0.498,0.373,0.456,0.827,0.372,0.218,0.061
2013-01-10 10:00:00,0.184,3.163,0.144,0.44,1.18,0.265,0.703,0.91,0.263,0.137
2013-01-10 11:00:00,0.182,2.767,0.134,0.298,1.199,0.318,0.516,0.895,0.168,0.03
2013-01-10 12:00:00,0.174,2.869,0.046,0.365,1.192,0.215,0.255,0.502,0.169,0.095
2013-01-10 13:00:00,0.143,2.801,0.145,0.225,1.245,0.269,0.182,0.593,0.542,0.288
2013-01-10 14:00:00,0.259,2.878,0.119,0.209,1.039,0.155,0.244,0.359,0.934,0.129
2013-01-10 15:00:00,0.201,2.679,0.063,0.279,0.549,0.165,0.212,0.492,0.403,0.027
2013-01-10 16:00:00,0.203,2.786,0.142,0.211,0.937,0.24,0.427,0.377,0.393,0.112
2013-01-10 17:00:00,0.182,2.868,0.09,0.14,1.13,0.764,0.375,0.506,0.49,0.174
2013-01-10 18:00:00,0.223,2.876,0.093,0.578,1.196,0.583,0.667,0.518,0.754,0.228
2013-01-10 19:00:00,0.407,2.882,0.22,0.404,1.14,0.549,0.378,0.587,0.833,0.3
2013-01-10 20:00:00,0.375,3.037,0.149,0.329,1.261,0.24,0.694,0.477,1.052,0.446
2013-01-10 21:00:00,0.312,3.501,0.113,0.351,1.196,0.313,0.463,0.466,1.296,0.152
2013-01-10 22:00:00,0.198,3.403,0.156,0.455,1.19,0.13,0.772,0.443,1.364,0.122
2013-01-10 23:00:00,0.119,3.053,0.137,0.147,1.298,0.065,1.016,0.662,2.551,0.146
2013-01-11 00:00:00,0.079,2.899,0.043,0.075,1.081,0.101,0.892,0.616,1.62,0.058
2013-01-11 01:00:00,0.072,2.817,0.148,0.174,0.077,0.463,1.213,0.514,0.197,0.018
2013-01-11 02:00:00,0.146,2.806,0.123,0.115,0.059,0.067,0.601,0.323,0.185,0.018
2013-01-11 03:00:00,0.122,2.814,0.058,0.067,0.047,0.121,0.383,0.27,0.179,0.018
2013-01-11 04:00:00,0.146,2.823,0.143,0.087,0.044,0.053,0.199,0.273,0.175,0.018
2013-01-11 05:00:00,0.114,2.832,0.089,0.106,0.042,0.057,0.248,0.259,0.202,0.021
2013-01-11 06:00:00,0.09,2.828,0.094,0.117,0.045,0.057,0.17,0.253,0.326,0.024
2013-01-11 07:00:00,0.124,2.959,0.218,0.272,0.042,0.093,0.243,0.256,0.735,0.018
2013-01-11 08:00:00,0.237,4.1,1.167,0.746,0.052,0.499,0.285,0.329,0.974,0.018
2013-01-11 09:00:00,0.217,4.234,3.144,0.831,0.756,0.215,0.221,0.779,0.34,0.018
2013-01-11 10:00:00,0.136,3.12,3.13,0.421,1.228,0.174,0.844,0.557,0.268,0.044
2013-01-11 11:00:00,0.105,2.969,0.166,0.335,0.526,0.29,0.842,0.379,0.2,0.027
2013-01-11 12:00:00,0.087,2.944,0.051,0.201,0.045,0.115,0.632,1.244,0.468,0.129
2013-01-11 13:00:00,0.146,4.668,0.144,0.386,0.122,0.057,0.537,0.629,0.323,0.29
2013-01-11 14:00:00,0.137,2.993,0.141,0.25,0.918,0.406,0.321,0.532,0.251,0.164
2013-01-11 15:00:00,0.139,3.477,0.044,0.276,1.059,0.565,0.327,0.515,0.252,0.035
2013-01-11 16:00:00,0.098,4.194,0.15,0.172,1.171,0.197,0.625,0.395,0.266,0.103
2013-01-11 17:00:00,0.083,4.7,0.113,0.147,1.078,0.964,0.804,0.467,0.794,0.185
2013-01-11 18:00:00,0.103,4.81,1.37,0.354,1.175,1.137,0.59,0.55,0.907,0.228
2013-01-11 19:00:00,0.22,4.809,2.434,0.537,1.19,0.419,0.477,0.744,1.1,0.448
2013-01-11 20:00:00,0.347,4.758,2.341,0.324,1.254,0.559,0.571,0.453,1.178,0.386
2013-01-11 21:00:00,0.333,4.95,2.248,0.31,1.197,0.392,0.782,0.585,1.281,0.147
2013-01-11 22:00:00,0.545,3.595,2.276,0.763,1.19,0.172,1.126,0.516,1.334,0.178
